booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,lead_time,average_price,special_requests,date_of_reservation,market_segment_type_corporate,market_segment_type_offline,market_segment_type_online,market_segment_type_other,room_type_other,room_type_room_type_1,room_type_room_type_4,season_high,season_low,type_of_meal_meal_plan_1,type_of_meal_meal_plan_2,type_of_meal_not_selected
INN08291,0.2991879388581454,-0.2368803826590979,1.34361995718518,1.2631548474305212,0.2897949385544296,-0.914100570788272,1.9250309185559,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN17341,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN01133,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN00584,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN33774,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN19250,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN04137,0.2991879388581454,-0.2368803826590979,0.2058572454460761,1.2631548474305212,1.6275495355465412,-0.914100570788272,-0.7662568340668664,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN21037,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN23757,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN32067,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN17109,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN13132,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN28602,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN16790,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN27897,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN02065,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN27943,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN28834,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN24533,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN14410,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN02006,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN34752,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN13908,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN13728,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN05456,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,1.2631548474305212,0.2296711364424246,-0.914100570788272,0.5793870422445166,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN14890,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN05885,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN27967,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN01776,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,1.2631548474305212,-0.1160407257016041,-1.2173636785168789,0.5793870422445166,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN04656,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN16947,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN16843,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN08763,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.7892275264294342,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN08993,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN09122,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN11696,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN06451,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN09777,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN10319,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN29706,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN10639,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN29369,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN30226,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,2.769901775674636,-0.022150253939429,-0.7662568340668664,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN12317,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,0.4100425427784397,-0.914100570788272,0.5793870422445166,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN07237,0.2991879388581454,-0.2368803826590979,1.34361995718518,0.5599308124176124,-0.1611335772856079,-0.914100570788272,0.5793870422445166,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN10935,-1.6419169370926574,-0.2368803826590979,0.2058572454460761,0.5599308124176124,-0.1461026267576066,-1.2173636785168789,-0.7662568340668664,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN24263,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,0.5599308124176124,0.0943925816904134,-0.914100570788272,0.5793870422445166,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN28362,0.2991879388581454,-0.2368803826590979,1.34361995718518,0.5599308124176124,-0.1611335772856079,-0.914100570788272,0.5793870422445166,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN28476,0.2991879388581454,-0.2368803826590979,0.2058572454460761,-0.1432932225952964,0.1094235322184146,-0.914100570788272,0.5793870422445166,2017-07-03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN17140,0.2991879388581454,-0.2368803826590979,1.34361995718518,1.9663788824434296,-0.1911954783416104,-1.493154716486541,-0.7662568340668664,2017-07-03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN29528,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,-0.1432932225952964,0.3649496911944359,-1.368995232381182,0.5793870422445166,2017-07-03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN26747,-1.6419169370926574,-0.2368803826590979,0.2058572454460761,-0.8465172576082052,0.5002282459464472,-1.2173636785168789,-0.7662568340668664,2017-07-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN07288,0.2991879388581454,-0.2368803826590979,1.34361995718518,-0.8465172576082052,0.2897949385544296,-0.914100570788272,0.5793870422445166,2017-07-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN10420,0.2991879388581454,-0.2368803826590979,1.34361995718518,-0.8465172576082052,1.086435316538496,-0.914100570788272,1.9250309185559,2017-07-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN18533,-1.6419169370926574,-0.2368803826590979,1.34361995718518,-0.8465172576082052,-0.0709478741176003,-1.2173636785168789,-0.7662568340668664,2017-07-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN12333,0.2991879388581454,-0.2368803826590979,1.34361995718518,-0.8465172576082052,0.1845782848584209,-1.775367796737515,-0.7662568340668664,2017-07-05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01075,0.2991879388581454,-0.2368803826590979,1.34361995718518,0.5599308124176124,0.2897949385544296,-1.8688441899432735,-0.7662568340668664,2017-07-05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN07026,0.2991879388581454,-0.2368803826590979,1.34361995718518,-0.8465172576082052,-0.0258550225335966,-1.6526354331391144,-0.7662568340668664,2017-07-05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN19481,0.2991879388581454,-0.2368803826590979,0.2058572454460761,0.5599308124176124,0.1996092353864221,-0.914100570788272,-0.7662568340668664,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN16111,0.2991879388581454,-0.2368803826590979,0.2058572454460761,-0.1432932225952964,0.5753829985864535,-0.914100570788272,0.5793870422445166,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN19564,0.2991879388581454,-0.2368803826590979,0.2058572454460761,0.5599308124176124,1.2668067228745112,-0.914100570788272,0.5793870422445166,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN10055,-1.6419169370926574,-0.2368803826590979,0.2058572454460761,0.5599308124176124,0.2897949385544296,-1.2173636785168789,1.9250309185559,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN02109,0.2991879388581454,-0.2368803826590979,1.34361995718518,1.9663788824434296,0.1545163838024184,-0.914100570788272,0.5793870422445166,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN31411,0.2991879388581454,-0.2368803826590979,2.481382668924284,2.6696029174563387,-0.0108240720055953,-0.914100570788272,0.5793870422445166,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN16503,0.2991879388581454,-0.2368803826590979,0.2058572454460761,-1.549741292621114,1.6876733376585462,-1.2840815622171724,-0.7662568340668664,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN08199,0.2991879388581454,2.63724547235569,0.2058572454460761,1.2631548474305212,0.4100425427784397,-0.3040065540636637,1.9250309185559,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN32350,0.2991879388581454,-0.2368803826590979,0.2058572454460761,-0.8465172576082052,0.0342687795784083,-0.914100570788272,0.5793870422445166,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01156,-1.6419169370926574,-0.2368803826590979,0.2058572454460761,1.2631548474305212,0.2447020869704259,-1.2173636785168789,0.5793870422445166,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN09356,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,1.2631548474305212,0.0042068785224058,-1.2173636785168789,-0.7662568340668664,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01880,-1.6419169370926574,-0.2368803826590979,4.756908092402491,8.998619232572517,0.665568701754461,-1.909517124391581,-0.7662568340668664,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN32908,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,1.2631548474305212,-0.2663502309816166,-0.4324473996898969,1.9250309185559,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN02094,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,0.5599308124176124,0.0492997301064096,-0.914100570788272,0.5793870422445166,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN32777,0.2991879388581454,-0.2368803826590979,1.34361995718518,4.076050987482157,-0.2813811815096179,-1.4182308898712384,-0.7662568340668664,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN01524,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,0.5599308124176124,0.0943925816904134,-2.31160832722704,0.5793870422445166,2017-07-07,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01520,0.2991879388581454,2.63724547235569,-0.9319054662930276,-0.1432932225952964,-0.0559169235895991,-0.9290853361113328,-0.7662568340668664,2017-07-07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN31181,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,1.2631548474305212,-0.1761645278136091,-0.914100570788272,0.5793870422445166,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN02202,-1.6419169370926574,-0.2368803826590979,4.756908092402491,8.998619232572517,0.2597330374984272,-1.909517124391581,-0.7662568340668664,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN17259,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,1.2631548474305212,-0.2663502309816166,-0.7535495137554804,1.9250309185559,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN06703,0.2991879388581454,-0.2368803826590979,-0.9319054662930276,0.5599308124176124,0.0492997301064096,-0.914100570788272,1.9250309185559,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN15754,0.2991879388581454,-0.2368803826590979,1.34361995718518,1.9663788824434296,0.0643306806344109,-0.914100570788272,-0.7662568340668664,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN33866,-1.6419169370926574,-0.2368803826590979,-0.9319054662930276,1.2631548474305212,0.2897949385544296,-1.2173636785168789,-0.7662568340668664,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN32070,-1.6419169370926574,-0.2368803826590979,4.756908092402491,8.998619232572517,0.2597330374984272,-1.909517124391581,-0.7662568340668664,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
