booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,lead_time,average_price,special_requests,date_of_reservation,market_segment_type_corporate,market_segment_type_offline,market_segment_type_online,market_segment_type_other,room_type_other,room_type_room_type_1,room_type_room_type_4,season_high,season_low,type_of_meal_meal_plan_1,type_of_meal_meal_plan_2,type_of_meal_not_selected
INN01776,1,0,0,4,65,68.0,1,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN04656,2,0,0,2,257,101.5,0,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN16947,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN16843,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN08763,1,0,0,2,257,80.0,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN08993,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN09122,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN11696,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN06451,2,0,0,2,257,101.5,0,2017-07-01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN09777,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN10319,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN29706,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN10639,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN29369,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN30226,2,0,0,2,257,101.5,0,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN12317,2,0,0,2,100,76.5,1,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN07237,2,0,2,3,62,76.5,1,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN10935,1,0,1,3,63,68.0,0,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN24263,2,0,0,3,79,76.5,1,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN28362,2,0,2,3,62,76.5,1,2017-07-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN28476,2,0,1,2,80,76.5,1,2017-07-03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN17140,2,0,2,5,60,60.27,0,2017-07-03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN29528,2,0,0,2,97,63.75,1,2017-07-03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN26747,1,0,1,1,106,68.0,0,2017-07-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN07288,2,0,2,1,92,76.5,1,2017-07-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN10420,2,0,2,1,145,76.5,2,2017-07-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN18533,1,0,2,1,68,68.0,0,2017-07-04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN12333,2,0,2,1,85,52.36,0,2017-07-05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01075,2,0,2,3,92,49.74,0,2017-07-05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN07026,2,0,2,1,71,55.8,0,2017-07-05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN19481,2,0,1,3,86,76.5,0,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN16111,2,0,1,2,111,76.5,1,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN19564,2,0,1,3,157,76.5,1,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN10055,1,0,1,3,92,68.0,2,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN02109,2,0,2,5,83,76.5,1,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN31411,2,0,3,6,72,76.5,1,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN16503,2,0,1,0,185,66.13,0,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN08199,2,1,1,4,100,93.6,2,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN32350,2,0,1,1,75,76.5,1,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01156,1,0,1,4,89,68.0,1,2017-07-06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN09356,2,0,0,4,73,68.0,0,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01880,1,0,5,15,117,48.6,0,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN32908,2,0,0,4,55,90.0,2,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN02094,2,0,0,3,76,76.5,1,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN32777,2,0,2,8,54,62.37,0,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN01524,2,0,0,3,79,37.33,1,2017-07-07,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01520,2,1,0,2,69,76.08,0,2017-07-07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN31181,2,0,0,4,61,76.5,1,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN02202,1,0,5,15,90,48.6,0,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN17259,2,0,0,4,55,81.0,2,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN06703,2,0,0,3,76,76.5,2,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN15754,2,0,2,5,77,76.5,0,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN33866,1,0,0,4,92,68.0,0,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN32070,1,0,5,15,90,48.6,0,2017-07-07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN31934,2,0,2,8,63,68.85,0,2017-07-08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN27235,2,0,2,5,72,76.5,1,2017-07-08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN09832,2,0,2,8,61,68.85,0,2017-07-08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN12864,2,0,0,2,105,76.5,1,2017-07-08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN18938,2,0,1,4,97,76.5,2,2017-07-08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN19345,2,0,1,4,51,67.5,0,2017-07-08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN13398,2,0,1,4,72,76.5,0,2017-07-08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN06283,3,0,0,2,24,100.0,0,2017-07-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN23019,2,0,0,1,150,76.5,2,2017-07-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN31746,2,0,0,3,89,76.5,1,2017-07-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN03706,2,0,2,3,92,58.9,1,2017-07-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN22831,1,0,2,3,115,68.0,2,2017-07-10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN09702,2,0,3,7,87,58.9,1,2017-07-10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN26242,2,0,3,7,87,58.9,1,2017-07-10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN09263,2,0,0,2,65,68.85,1,2017-07-10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN06546,2,2,2,3,67,106.25,0,2017-07-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN01751,2,0,2,1,61,55.96,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN27122,3,0,2,1,3,138.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
INN31797,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN30292,2,0,2,1,114,76.5,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN18650,1,0,2,1,3,72.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
INN02342,2,0,2,1,96,94.5,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN09275,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN25750,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN01102,2,0,2,1,66,58.9,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN06510,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN02599,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN06805,2,0,2,1,96,94.5,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN31802,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN31538,3,0,2,1,3,138.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
INN18632,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN26929,2,0,2,1,61,55.96,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN33723,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN34832,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN18687,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN13486,3,0,0,1,3,104.0,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN00829,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN08681,1,0,3,6,138,68.0,1,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN22818,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN21685,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN01618,2,0,2,1,65,76.5,1,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN13122,1,0,0,1,71,51.96,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN35612,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN19573,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN05252,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN20047,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN02895,2,0,2,1,96,94.5,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN14754,1,0,0,1,71,51.96,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
INN05372,2,0,2,1,109,76.5,1,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN27433,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN26588,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN00710,2,0,2,1,114,76.5,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN06791,2,0,2,1,96,94.5,0,2017-07-11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN21007,2,0,0,1,3,75.0,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
INN21020,1,0,2,1,3,72.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
INN16649,1,0,2,1,3,72.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
INN16462,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN35005,2,0,2,1,96,94.5,0,2017-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
INN13830,2,0,2,0,69,76.5,1,2017-07-12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN33405,2,0,2,4,59,76.5,0,2017-07-12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN04696,2,0,1,0,122,76.5,2,2017-07-13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN12508,2,0,1,3,123,76.5,0,2017-07-13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN25451,2,0,1,2,73,76.5,0,2017-07-13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN03403,2,0,1,0,122,76.5,2,2017-07-13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN20168,2,0,1,0,123,76.5,1,2017-07-13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN15072,2,0,1,0,96,63.75,0,2017-07-13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN22895,2,0,1,2,77,76.5,1,2017-07-13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN35471,2,0,0,3,94,76.5,1,2017-07-14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN24614,2,0,0,5,120,76.5,1,2017-07-14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN22423,2,0,2,7,94,55.96,0,2017-07-14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
INN03496,1,0,2,7,109,68.0,1,2017-07-15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
